filename,width,height,class,xmin,ymin,xmax,ymax
masked (1345).jpg,1001,1001,with_mask,214,187,815,928
masked (1346).jpg,700,467,with_mask,117,159,343,388
masked (1347).jpg,300,300,with_mask,68,65,221,249
masked (1348).jpg,950,950,with_mask,468,229,830,617
masked (1349).jpg,640,610,with_mask,188,171,427,479
masked (1350).jpg,320,213,with_mask,106,14,305,208
masked (1351).jpg,600,400,with_mask,215,93,356,268
masked (1352).jpg,700,900,with_mask,251,192,544,500
masked (1353).jpg,300,300,with_mask,55,55,221,239
masked (1354).jpg,1280,720,with_mask,445,189,829,568
masked (1355).jpg,1024,1024,with_mask,271,111,759,815
masked (1356).jpg,1000,1000,with_mask,294,153,525,419
masked (1357).jpg,400,400,with_mask,93,23,376,370
masked (1358).jpg,900,900,with_mask,138,225,733,891
masked (1359).jpg,1000,1000,with_mask,105,166,685,956
masked (1359).jpg,1000,1000,with_mask,713,0,993,291
masked (1360).jpg,4912,3264,with_mask,1156,992,3784,3094
masked (1361).jpg,1200,1200,with_mask,312,328,814,953
masked (1362).jpg,400,400,with_mask,165,89,291,251
masked (1363).jpg,3086,3086,with_mask,930,679,2291,2312
masked (1364).jpg,1280,853,with_mask,279,40,969,785
masked (1365).jpg,1200,800,with_mask,286,129,726,644
masked (1366).jpg,750,750,with_mask,234,243,547,621
masked (1367).jpg,3000,3000,with_mask,796,975,2215,2393
masked (1368).jpg,1000,1000,with_mask,139,119,361,399
masked (1368).jpg,1000,1000,with_mask,616,118,849,402
masked (1368).jpg,1000,1000,with_mask,643,645,868,915
masked (1368).jpg,1000,1000,with_mask,129,637,359,935
masked (1369).jpg,1200,1200,with_mask,316,275,821,733
masked (1370).jpg,1001,1001,with_mask,76,265,424,735
masked (1371).jpg,800,800,with_mask,178,204,561,579
masked (1372).jpg,800,800,with_mask,106,305,336,537
masked (1372).jpg,800,800,with_mask,375,152,641,415
masked (1373).jpg,640,480,with_mask,202,71,404,337
masked (1375).jpg,1500,1500,with_mask,777,347,1355,1038
masked (1376).jpg,1280,720,with_mask,232,244,618,689
masked (1377).jpg,1200,1200,with_mask,325,97,818,658
masked (1378).jpg,540,640,with_mask,114,101,350,367
masked (1379).jpg,1200,1200,with_mask,152,137,406,429
masked (1379).jpg,1200,1200,with_mask,177,768,405,1019
masked (1379).jpg,1200,1200,with_mask,508,242,969,772
masked (1380).jpg,1280,720,with_mask,660,186,1151,707
masked (1381).jpg,820,820,with_mask,269,213,617,571
masked (1382).jpg,1000,1000,with_mask,47,6,529,482
masked (1383).jpg,1364,1364,with_mask,250,260,1027,1264
masked (1384).jpg,1200,1200,with_mask,256,163,883,813
masked (1385).jpg,458,458,with_mask,126,114,325,340
masked (1386).jpg,2798,3111,with_mask,742,840,1996,2260
masked (1387).jpg,800,800,with_mask,86,135,461,647
masked (1388).jpg,1500,1500,with_mask,392,286,1140,1116
masked (1389).jpg,1200,1200,with_mask,359,165,838,749
masked (1390).jpg,240,300,with_mask,52,79,202,234
masked (1391).jpg,850,995,with_mask,233,272,723,862
masked (1392).jpg,850,995,with_mask,260,320,597,671
masked (1393).jpg,800,800,with_mask,259,165,606,611
masked (1394).jpg,800,800,with_mask,245,160,759,787
masked (1395).jpg,850,995,with_mask,67,117,786,872
masked (1396).jpg,1500,1500,with_mask,380,131,1122,934
masked (1397).jpg,620,726,with_mask,123,200,525,666
masked (1398).jpg,815,800,with_mask,85,135,422,687
masked (1398).jpg,815,800,with_mask,435,300,799,792
masked (1399).jpg,1000,1000,with_mask,78,6,850,894
masked (1400).jpg,346,349,with_mask,78,84,215,242
masked (1401).jpg,780,520,with_mask,282,167,497,377
masked (1402).jpg,2048,1536,with_mask,129,186,1385,1463
masked (1403).jpg,1368,1026,with_mask,501,162,1095,753
masked (1404).jpg,576,1024,with_mask,140,197,543,664
masked (1405).jpg,635,475,with_mask,153,113,479,461
masked (1406).jpg,1100,619,with_mask,360,99,757,484
masked (1407).jpg,600,586,with_mask,100,131,450,537
masked (1408).jpg,600,336,with_mask,87,63,409,324
masked (1409).jpg,800,800,with_mask,308,139,584,482
masked (1410).jpg,830,830,with_mask,359,190,731,568
masked (1411).jpg,1060,810,with_mask,320,162,764,698
masked (1412).jpg,983,1236,with_mask,23,38,941,1220
masked (1413).jpg,1280,1057,with_mask,696,201,1035,619
masked (1414).jpg,1060,810,with_mask,28,9,807,785
masked (1415).jpg,960,960,with_mask,303,178,821,897
masked (1416).jpg,634,392,with_mask,251,81,407,237
masked (1417).jpg,499,321,with_mask,62,7,395,314
masked (1418).jpg,860,571,with_mask,270,223,398,358
masked (1419).jpg,490,734,with_mask,33,195,377,558
masked (1420).jpg,800,800,with_mask,100,77,716,740
masked (1421).jpg,1068,623,with_mask,351,109,539,322
masked (1422).jpg,805,600,with_mask,268,90,445,291
masked (1423).jpg,620,726,with_mask,119,186,508,669
masked (1424).jpg,800,800,with_mask,295,212,556,516
masked (1425).jpg,400,400,with_mask,55,65,195,255
masked (1425).jpg,400,400,with_mask,230,108,358,266
masked (1426).jpg,1100,619,with_mask,390,70,722,455
masked (1427).jpg,1000,1000,with_mask,134,135,864,899
masked (1428).jpg,1000,1000,with_mask,402,393,760,805
masked (1428).jpg,1000,1000,with_mask,136,339,403,766
masked (1429).jpg,1280,720,with_mask,698,177,1178,697
masked (1430).jpg,600,501,with_mask,222,94,412,321
masked (1431).jpg,5760,3272,with_mask,2079,1667,3052,2705
masked (1432).jpg,1060,810,with_mask,209,190,879,806
masked (1433).jpg,635,475,with_mask,238,96,485,453
masked (1434).jpg,2200,1550,with_mask,578,35,1612,1264
masked (1435).jpg,1000,1000,with_mask,260,310,722,789
masked (1436).jpg,800,800,with_mask,306,198,572,513
masked (1437).jpg,1100,734,with_mask,391,212,701,542
masked (1438).jpg,1060,810,with_mask,278,230,727,714
masked (1439).jpg,643,482,with_mask,356,127,507,310
masked (1440).jpg,1000,1000,with_mask,203,72,717,713
masked (1441).jpg,805,600,with_mask,263,98,455,282
masked (1442).jpg,2500,1876,with_mask,532,640,1157,1381
masked (1443).jpg,1000,1000,with_mask,46,173,670,959
masked (1444).jpg,800,800,with_mask,212,164,604,661
masked (1445).jpg,2463,1642,with_mask,317,499,997,1275
masked (1446).jpg,1024,1024,with_mask,215,276,671,770
masked (1447).jpg,1060,810,with_mask,167,7,809,774
masked (1448).jpg,620,726,with_mask,110,169,523,646
masked (1449).jpg,500,500,with_mask,204,123,490,414
masked (1450).jpg,1024,768,with_mask,371,175,638,462
masked (1451).jpg,1300,1001,with_mask,639,118,861,349
masked (1452).jpg,1280,720,with_mask,188,73,364,291
masked (1452).jpg,1280,720,with_mask,864,52,1067,286
masked (1452).jpg,1280,720,with_mask,988,372,1108,518
masked (1453).jpg,1200,800,with_mask,9,216,358,642
masked (1453).jpg,1200,800,with_mask,416,226,752,651
masked (1453).jpg,1200,800,with_mask,811,177,1168,630
masked (1454).jpg,660,440,with_mask,236,98,333,222
masked (1454).jpg,660,440,with_mask,475,106,582,255
masked (1454).jpg,660,440,with_mask,269,283,376,431
masked (1455).jpg,1600,900,with_mask,425,266,652,511
masked (1455).jpg,1600,900,with_mask,590,112,787,332
masked (1456).jpg,1334,890,with_mask,466,171,881,609
masked (1457).jpg,1920,1080,with_mask,610,118,1351,866
masked (1458).jpg,1000,1000,with_mask,239,268,751,786
masked (1459).jpg,530,405,with_mask,217,102,508,401
masked (1460).jpg,620,387,with_mask,370,80,478,182
masked (1461).jpg,550,362,with_mask,92,2,423,324
masked (1462).jpg,1920,1080,with_mask,733,354,1130,753
masked (1463).jpg,1280,720,with_mask,218,122,682,682
masked (1464).jpg,800,800,with_mask,228,230,578,588
masked (1465).jpg,320,320,with_mask,54,112,245,314
masked (1466).jpg,500,500,with_mask,26,246,247,492
masked (1466).jpg,500,500,with_mask,287,162,499,427
masked (1467).jpg,1280,720,with_mask,363,47,872,586
masked (1468).jpg,620,726,with_mask,233,165,467,533
masked (1469).jpg,800,800,with_mask,124,150,555,761
masked (1470).jpg,1300,1017,with_mask,561,225,725,394
masked (1471).jpg,440,587,with_mask,188,206,402,476
masked (1472).jpg,1000,1000,with_mask,236,252,767,750
masked (1473).jpg,700,467,with_mask,267,151,367,303
masked (1473).jpg,700,467,without_mask,392,187,459,294
masked (1474).jpg,1280,720,with_mask,679,187,965,427
masked (1475).jpg,1066,1600,with_mask,482,308,653,582
masked (1476).jpg,600,450,with_mask,213,96,517,441
masked (1477).jpg,564,423,with_mask,99,55,182,137
masked (1477).jpg,564,423,without_mask,422,47,508,156
masked (1477).jpg,564,423,without_mask,35,42,96,127
masked (1478).jpg,1334,890,with_mask,470,171,887,587
masked (1479).jpg,850,995,with_mask,192,177,742,916
masked (1480).jpg,800,800,with_mask,58,296,384,662
masked (1480).jpg,800,800,with_mask,442,203,776,625
masked (1481).jpg,1200,1200,with_mask,343,407,735,941
masked (1482).jpg,956,875,with_mask,514,249,833,685
masked (1483).jpg,1024,576,with_mask,586,109,927,504
masked (1484).jpg,500,500,with_mask,54,62,257,336
masked (1484).jpg,500,500,with_mask,294,101,477,398
masked (1485).jpg,1200,800,with_mask,360,19,976,652
masked (1486).jpg,736,919,with_mask,148,142,648,828
masked (1487).jpg,487,500,with_mask,65,72,481,474
masked (1488).jpg,620,350,with_mask,231,62,464,343
masked (1489).jpg,1200,797,with_mask,205,69,836,784
masked (1490).jpg,1200,1218,with_mask,330,404,942,1044
masked (1491).jpg,301,345,with_mask,12,85,219,331
masked (1492).jpg,350,350,with_mask,40,57,339,338
masked (1493).jpg,450,675,with_mask,122,200,419,553
masked (1494).jpg,800,600,with_mask,325,139,503,343
masked (1495).jpg,1280,720,with_mask,75,147,249,308
masked (1495).jpg,1280,720,with_mask,437,205,620,393
masked (1495).jpg,1280,720,with_mask,58,372,267,630
masked (1495).jpg,1280,720,with_mask,715,181,1080,513
masked (1496).jpg,1000,1000,with_mask,48,16,920,961
masked (1497).jpg,1671,2511,with_mask,838,637,1590,1743
masked (1498).jpg,800,800,with_mask,10,209,287,568
masked (1499).jpg,956,875,with_mask,460,220,825,675
masked (1500).jpg,652,405,with_mask,221,117,406,317
masked (1501).jpg,800,600,with_mask,414,165,577,366
masked (1502).jpg,1536,768,with_mask,402,8,1168,753
masked (1503).jpg,270,214,with_mask,15,0,216,213
masked (1504).jpg,900,450,with_mask,393,70,489,164
masked (1505).jpg,1200,675,with_mask,558,131,700,276
masked (1505).jpg,1200,675,with_mask,422,93,536,249
masked (1506).jpg,976,550,with_mask,365,152,614,454
masked (1507).jpg,768,384,with_mask,433,129,588,275
masked (1508).jpg,1300,957,with_mask,397,105,768,586
masked (1509).jpg,768,384,with_mask,314,103,493,324
masked (1510).jpg,960,540,with_mask,31,197,228,421
masked (1510).jpg,960,540,with_mask,325,286,506,508
masked (1510).jpg,960,540,with_mask,755,383,929,536
masked (1510).jpg,960,540,with_mask,677,0,843,118
masked (1510).jpg,960,540,with_mask,809,175,951,346
masked (1511).jpg,500,500,with_mask,155,123,373,378
masked (1512).jpg,1024,679,with_mask,416,186,662,455
masked (1513).jpg,768,384,with_mask,310,102,513,331
masked (1514).jpg,470,500,with_mask,125,105,397,440
masked (1515).jpg,1180,664,with_mask,410,273,875,658
masked (1516).jpg,1024,682,with_mask,365,203,656,527
masked (1517).jpg,800,800,with_mask,196,262,618,730
masked (1518).jpg,700,400,with_mask,321,106,462,253
masked (1519).jpg,1365,1500,with_mask,374,240,988,1077
masked (1520).jpg,1280,720,with_mask,519,193,796,512
masked (1521).jpg,650,400,with_mask,384,155,522,303
masked (1522).jpg,205,250,with_mask,61,59,151,175
masked (1523).jpg,848,354,with_mask,11,38,150,171
masked (1523).jpg,848,354,with_mask,263,118,413,262
masked (1523).jpg,848,354,with_mask,545,50,691,213
masked (1524).jpg,740,494,with_mask,369,107,519,272
masked (1525).jpg,1024,683,with_mask,443,261,549,372
masked (1526).jpg,952,516,with_mask,369,161,595,435
masked (1527).jpg,357,349,with_mask,121,71,244,218
masked (1528).jpg,1000,1000,with_mask,536,106,702,297
masked (1529).jpg,962,700,with_mask,425,300,551,432
masked (1529).jpg,962,700,with_mask,109,200,182,302
masked (1529).jpg,962,700,without_mask,846,238,930,353
masked (1530).jpg,2524,1812,with_mask,1193,662,1496,1023
masked (1531).jpg,645,435,with_mask,339,86,436,213
masked (1532).jpg,1280,720,with_mask,824,189,1216,629
masked (1533).jpg,1199,800,with_mask,383,354,624,636
masked (1533).jpg,1199,800,with_mask,627,453,833,710
masked (1534).jpg,700,525,with_mask,295,158,562,406
masked (1535).jpg,1280,720,with_mask,184,142,267,250
masked (1535).jpg,1280,720,with_mask,591,20,696,123
masked (1535).jpg,1280,720,with_mask,1126,171,1240,302
masked (1535).jpg,1280,720,with_mask,620,244,756,405
masked (1536).jpg,875,583,with_mask,308,94,379,198
masked (1536).jpg,875,583,with_mask,607,136,688,223
masked (1536).jpg,875,583,without_mask,55,122,142,238
masked (1536).jpg,875,583,without_mask,788,203,862,308
masked (1537).jpg,1100,619,with_mask,523,234,602,335
masked (1537).jpg,1100,619,with_mask,129,315,188,391
masked (1537).jpg,1100,619,with_mask,739,381,804,457
masked (1538).jpg,1080,1920,with_mask,311,590,1007,1410
masked (1539).jpg,640,480,with_mask,350,107,531,328
masked (1540).jpg,1200,587,with_mask,584,181,705,286
masked (1540).jpg,1200,587,with_mask,933,111,1076,231
masked (1540).jpg,1200,587,with_mask,706,351,834,472
masked (1541).jpg,749,499,with_mask,41,100,201,243
masked (1541).jpg,749,499,with_mask,297,61,453,234
masked (1541).jpg,749,499,with_mask,528,89,717,239
masked (1541).jpg,749,499,with_mask,516,328,690,493
masked (1541).jpg,749,499,with_mask,304,317,444,473
masked (1541).jpg,749,499,with_mask,49,312,208,461
masked (1542).jpg,1066,1600,with_mask,486,308,643,582
masked (1543).jpg,1191,489,with_mask,341,151,484,304
masked (1543).jpg,1191,489,with_mask,644,145,824,335
masked (1543).jpg,1191,489,with_mask,495,282,657,447
masked (1544).jpg,1280,720,with_mask,445,198,828,561
masked (1545).jpg,736,616,with_mask,220,161,362,335
masked (1545).jpg,736,616,with_mask,479,197,613,370
masked (1546).jpg,400,400,with_mask,139,65,295,258
masked (1547).jpg,300,300,with_mask,30,35,148,190
masked (1548).jpg,2364,2365,with_mask,1120,577,1725,1622
masked (1549).jpg,615,409,with_mask,25,58,103,137
masked (1549).jpg,615,409,with_mask,229,107,289,175
masked (1549).jpg,615,409,with_mask,462,187,544,274
masked (1549).jpg,615,409,with_mask,295,216,423,345
masked (1549).jpg,615,409,with_mask,91,240,236,367
masked (1549).jpg,615,409,with_mask,199,58,232,97
masked (1549).jpg,615,409,without_mask,485,42,559,132
masked (1549).jpg,615,409,with_mask,574,59,614,148
masked (1549).jpg,615,409,with_mask,580,70,614,153
masked (1550).jpg,1500,977,with_mask,733,150,1044,453
masked (1551).jpg,419,276,with_mask,135,62,318,240
masked (1552).jpg,1060,810,with_mask,275,224,745,726
masked (1553).jpg,3500,2334,with_mask,220,1586,444,1824
masked (1553).jpg,3500,2334,with_mask,1357,1392,1579,1672
masked (1553).jpg,3500,2334,with_mask,2081,1422,2300,1694
masked (1553).jpg,3500,2334,with_mask,1649,1452,1909,1793
masked (1553).jpg,3500,2334,with_mask,2670,1486,2884,1811
